"Activity ID","Source Issue","Phase","Gate","Type","Execution","Agent Role","Goal","Deliverables","Predecessors","Acceptance IDs","Status","Owner Role","Reviewer Role","Priority References"
"ACT-SP-149-02","SP-149","P10","G5","Delivery activity","Agent","Delivery agent","Distinguish specified/built/tested/accepted and detect stale artifacts or unapproved omissions","Evidence audit and unresolved release blocker list","ACT-SP-149-01","AC-SP-149-01, AC-SP-149-02, AC-SP-149-03, AC-SP-149-04","Backlog","Delivery owner","Delivery owner","IP-01, IP-02, IP-03, IP-04, IP-05"
"ACT-SP-149-03","SP-149","P10","G5","Verification and handoff","Agent","QA / Delivery agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Delivery owner.","SP-149 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-149-02","AC-SP-149-01, AC-SP-149-02, AC-SP-149-03, AC-SP-149-04","Backlog","Delivery owner","Delivery owner","IP-01, IP-02, IP-03, IP-04, IP-05"
"ACT-SP-150-01","SP-150","P10","G5","Decision preparation","Agent","Delivery / analysis agent","Assemble source evidence, options, gaps and the decision needed for: Record exact approved artifact and authorized publication action; track store review/live status separately from merge and verify limited rollout","Review-ready SP-150 packet with source versions, open decisions and acceptance checklist","ACT-SP-074-01, ACT-SP-141-02","AC-SP-150-01, AC-SP-150-02, AC-SP-150-03, AC-SP-150-04","Backlog","Release owner","Founder / release owner",""
"ACT-SP-150-02","SP-150","P10","G5","Gate decision","Human","","Named release owner publishes only within existing approved scope Confirm the outcome against the original source acceptance; record approve/revise/stop with actual evidence.","Dated SP-150 decision and any actual specialist/participant work required by its scope","ACT-SP-150-01","AC-SP-150-01, AC-SP-150-02, AC-SP-150-03, AC-SP-150-04","Backlog","Release owner","Founder / release owner",""
"ACT-SP-151-01","SP-151","P01","G1","Specification","Agent","Content agent","Structure coach-provided learning goals, variants, order, alternatives and next steps from the twelve pilot drill families","Versioned pathway coverage matrix with actual approval fields","ACT-SP-005-02, ACT-SP-006-02","AC-SP-151-01, AC-SP-151-02, AC-SP-151-03","Backlog","Coaching / content lead","Coaching / content lead","IP-01"
"ACT-SP-151-02","SP-151","P01","G1","Specification","Agent","Content agent","Define unavailable/withdrawn states and age-appropriate parent setup copy without inventing prescriptions","Pathway contract and coach/content review packet","ACT-SP-151-01","AC-SP-151-01, AC-SP-151-02, AC-SP-151-03","Backlog","Coaching / content lead","Coaching / content lead","IP-01"
"ACT-SP-151-03","SP-151","P01","G1","Verification and handoff","Agent","QA / Content agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Coaching / content lead.","SP-151 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-151-02","AC-SP-151-01, AC-SP-151-02, AC-SP-151-03","Backlog","Coaching / content lead","Coaching / content lead","IP-01"
"ACT-SP-152-01","SP-152","P01","G1","Specification","Agent","Content agent","Translate approved pathway/assignment rules into explicit inputs, ordered decisions and reasons","Versioned recommendation rule table with open coaching decisions","ACT-SP-151-03, ACT-SP-037-03","AC-SP-152-01, AC-SP-152-02, AC-SP-152-03","Backlog","Coaching / content lead","Coaching / content lead","IP-02"
"ACT-SP-152-02","SP-152","P01","G1","Specification","Agent","Content agent","Specify the six required cases, missing inputs, adult alternatives and offline fallback expected results","Coach-reviewable input/output fixture set","ACT-SP-152-01","AC-SP-152-01, AC-SP-152-02, AC-SP-152-03","Backlog","Coaching / content lead","Coaching / content lead","IP-02"
"ACT-SP-152-03","SP-152","P01","G1","Verification and handoff","Agent","QA / Content agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Coaching / content lead.","SP-152 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-152-02","AC-SP-152-01, AC-SP-152-02, AC-SP-152-03","Backlog","Coaching / content lead","Coaching / content lead","IP-02"
"ACT-SP-153-01","SP-153","P01","G1","Specification","Agent","Content agent","Capture version, setup, units, valid attempts, assistance, safe conditions and retest guidance","Small protocol catalog with approval/source placeholders","ACT-SP-005-02, ACT-SP-151-03","AC-SP-153-01, AC-SP-153-02, AC-SP-153-03","Backlog","Coaching / content lead","Coaching / content lead","IP-03"
"ACT-SP-153-02","SP-153","P01","G1","Specification","Agent","Content agent","Distinguish matching/changed conditions, source attribution, no-result and no-video attempts","Comparison decision table and correction-history fixtures","ACT-SP-153-01","AC-SP-153-01, AC-SP-153-02, AC-SP-153-03","Backlog","Coaching / content lead","Coaching / content lead","IP-03"
"ACT-SP-153-03","SP-153","P01","G1","Verification and handoff","Agent","QA / Content agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Coaching / content lead.","SP-153 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-153-02","AC-SP-153-01, AC-SP-153-02, AC-SP-153-03","Backlog","Coaching / content lead","Coaching / content lead","IP-03"
"ACT-SP-154-01","SP-154","P01","G1","Specification","Agent","Design agent","Define deliberate adult submission, assigned coach queue, one cue, approved follow-up and text-only use","Workflow/state diagram and role/resource visibility matrix","ACT-SP-037-03, ACT-SP-011-03, ACT-SP-059-03","AC-SP-154-01, AC-SP-154-02, AC-SP-154-03","Backlog","Product / design lead","Coaching / safeguarding / design lead","IP-04"
"ACT-SP-154-02","SP-154","P01","G1","Specification","Agent","Design agent","Record proposed clip/response/capacity choices and withdrawal/expiry/preview/notification limits for owner review","Service contract and safeguarding review cases","ACT-SP-154-01","AC-SP-154-01, AC-SP-154-02, AC-SP-154-03","Backlog","Product / design lead","Coaching / safeguarding / design lead","IP-04"
"ACT-SP-154-03","SP-154","P01","G1","Verification and handoff","Agent","QA / Design agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Coaching / safeguarding / design lead.","SP-154 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-154-02","AC-SP-154-01, AC-SP-154-02, AC-SP-154-03","Backlog","Product / design lead","Coaching / safeguarding / design lead","IP-04"
"ACT-SP-155-01","SP-155","P01","G1","Specification","Agent","Design agent","Structure approved goal limits, private completion, rest/early-stop/missed-week and opt-out rules","Goal state table and supportive copy specification","ACT-SP-005-02","AC-SP-155-01, AC-SP-155-02, AC-SP-155-03","Backlog","Product / design lead","Coaching / safeguarding / design lead","IP-05"
"ACT-SP-155-02","SP-155","P01","G1","Specification","Agent","Design agent","Define preferences, quiet hours, time zones and retry semantics with explicit unresolved defaults","Reminder policy and no-pressure/duplicate-message fixture table","ACT-SP-155-01","AC-SP-155-01, AC-SP-155-02, AC-SP-155-03","Backlog","Product / design lead","Coaching / safeguarding / design lead","IP-05"
"ACT-SP-155-03","SP-155","P01","G1","Verification and handoff","Agent","QA / Design agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Coaching / safeguarding / design lead.","SP-155 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-155-02","AC-SP-155-01, AC-SP-155-02, AC-SP-155-03","Backlog","Product / design lead","Coaching / safeguarding / design lead","IP-05"
"ACT-SP-156-01","SP-156","P04","G3","Delivery activity","Agent","Backend agent","Extend existing content versions with learning goals, ordered steps, alternatives and guidance","Pathway migration and shared schema fixtures","ACT-SP-151-03, ACT-SP-086-03","AC-SP-156-01, AC-SP-156-02, AC-SP-156-03","Backlog","Technical lead","Backend / security reviewer","IP-01"
"ACT-SP-156-02","SP-156","P04","G3","Delivery activity","Agent","Backend agent","Reject missing/withdrawn variants and preserve active/historical version identity","Eligibility service and complete/unavailable pathway evidence","ACT-SP-156-01","AC-SP-156-01, AC-SP-156-02, AC-SP-156-03","Backlog","Technical lead","Backend / security reviewer","IP-01"
"ACT-SP-156-03","SP-156","P04","G3","Verification and handoff","Agent","QA / Backend agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Backend / security reviewer.","SP-156 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-156-02","AC-SP-156-01, AC-SP-156-02, AC-SP-156-03","Backlog","Technical lead","Backend / security reviewer","IP-01"
"ACT-SP-157-01","SP-157","P05","G3","Delivery activity","Agent","Mobile agent","Evaluate the versioned input/rule fixtures to one eligible activity or explicit reason without changing skill or workload","Shared deterministic evaluator and six-case expected-output tests","ACT-SP-152-03, ACT-SP-156-03, ACT-SP-096-03, ACT-SP-097-03, ACT-SP-115-03","AC-SP-157-01, AC-SP-157-02, AC-SP-157-03","Backlog","Mobile lead","Mobile / device QA reviewer","IP-02"
"ACT-SP-157-02","SP-157","P05","G3","Delivery activity","Agent","Mobile agent","Bind current assignments, downloaded content and adult alternative to the evaluator without a second rule engine","Today recommendation UI and offline/conflict integration evidence","ACT-SP-157-01","AC-SP-157-01, AC-SP-157-02, AC-SP-157-03","Backlog","Mobile lead","Mobile / device QA reviewer","IP-02"
"ACT-SP-157-03","SP-157","P05","G3","Verification and handoff","Agent","QA / Mobile agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Mobile / device QA reviewer.","SP-157 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-157-02","AC-SP-157-01, AC-SP-157-02, AC-SP-157-03","Backlog","Mobile lead","Mobile / device QA reviewer","IP-02"
"ACT-SP-158-01","SP-158","P04","G3","Delivery activity","Agent","Backend agent","Store setup/conditions/assistance/source with protocol version and append-only correction history","Assessment extension migration and scoped result API","ACT-SP-153-03, ACT-SP-086-03, ACT-SP-088-03","AC-SP-158-01, AC-SP-158-02, AC-SP-158-03","Backlog","Technical lead","Backend / security reviewer","IP-03"
"ACT-SP-158-02","SP-158","P04","G3","Delivery activity","Agent","Backend agent","Evaluate approved matching/changed/no-result fixtures and deny unrelated access","Comparison service and authorization/correction evidence","ACT-SP-158-01","AC-SP-158-01, AC-SP-158-02, AC-SP-158-03","Backlog","Technical lead","Backend / security reviewer","IP-03"
"ACT-SP-158-03","SP-158","P04","G3","Verification and handoff","Agent","QA / Backend agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Backend / security reviewer.","SP-158 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-158-02","AC-SP-158-01, AC-SP-158-02, AC-SP-158-03","Backlog","Technical lead","Backend / security reviewer","IP-03"
"ACT-SP-159-01","SP-159","P05","G3","Delivery activity","Agent","Mobile agent","Present protocol setup and attributed result/no-result entry without requiring footage","Mobile skill-check workflow and source labels","ACT-SP-158-03, ACT-SP-098-03, ACT-SP-116-03","AC-SP-159-01, AC-SP-159-02, AC-SP-159-03","Backlog","Mobile lead","Mobile / device QA reviewer","IP-03"
"ACT-SP-159-02","SP-159","P05","G3","Delivery activity","Agent","Mobile agent","Show own comparable history, changed-condition reasons and corrections distinctly from participation","Personal progress views and no-automatic-mastery evidence","ACT-SP-159-01","AC-SP-159-01, AC-SP-159-02, AC-SP-159-03","Backlog","Mobile lead","Mobile / device QA reviewer","IP-03"
"ACT-SP-159-03","SP-159","P05","G3","Verification and handoff","Agent","QA / Mobile agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Mobile / device QA reviewer.","SP-159 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-159-02","AC-SP-159-01, AC-SP-159-02, AC-SP-159-03","Backlog","Mobile lead","Mobile / device QA reviewer","IP-03"
"ACT-SP-160-01","SP-160","P06","G3","Delivery activity","Agent","Backend agent","Persist idempotent adult submission, coach review and withdrawal linked to exact attempts/grants","Submission state service and transition fixtures","ACT-SP-154-03, ACT-SP-104-03, ACT-SP-108-03, ACT-SP-112-03","AC-SP-160-01, AC-SP-160-02, AC-SP-160-03","Backlog","Technical lead","Backend / security reviewer","IP-04"
"ACT-SP-160-02","SP-160","P06","G3","Delivery activity","Agent","Backend agent","Scope queue projections/counts/previews to current coach assignment and grants including expiry/revocation","Queue API and cross-context/withdrawal authorization evidence","ACT-SP-160-01","AC-SP-160-01, AC-SP-160-02, AC-SP-160-03","Backlog","Technical lead","Backend / security reviewer","IP-04"
"ACT-SP-160-03","SP-160","P06","G3","Verification and handoff","Agent","QA / Backend agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Backend / security reviewer.","SP-160 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-160-02","AC-SP-160-01, AC-SP-160-02, AC-SP-160-03","Backlog","Technical lead","Backend / security reviewer","IP-04"
"ACT-SP-161-01","SP-161","P06","G3","Delivery activity","Agent","Web agent","Wire deliberate submit/withdraw and submitted/reviewed queue to SP-160 with bounded cue and approved follow-up","Adult/coach UI with text-only and withdrawn cases","ACT-SP-160-03, ACT-SP-116-03, ACT-SP-117-03, ACT-SP-096-03, ACT-SP-119-03","AC-SP-161-01, AC-SP-161-02, AC-SP-161-03","Backlog","Web lead","Web / safeguarding reviewer","IP-04"
"ACT-SP-161-02","SP-161","P06","G3","Delivery activity","Agent","Web agent","Present authorized feedback to the player, emit minimal notification and measure queue review duration","Player feedback presentation and service-workload instrumentation","ACT-SP-161-01","AC-SP-161-01, AC-SP-161-02, AC-SP-161-03","Backlog","Web lead","Web / safeguarding reviewer","IP-04"
"ACT-SP-161-03","SP-161","P06","G3","Verification and handoff","Agent","QA / Web agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Web / safeguarding reviewer.","SP-161 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-161-02","AC-SP-161-01, AC-SP-161-02, AC-SP-161-03","Backlog","Web lead","Web / safeguarding reviewer","IP-04"
"ACT-SP-162-01","SP-162","P04","G3","Delivery activity","Agent","Backend agent","Model per-player goal/week/preference and durable milestone events under current authority","Goal/milestone schema and scoped API","ACT-SP-155-03, ACT-SP-086-03, ACT-SP-105-03","AC-SP-162-01, AC-SP-162-02, AC-SP-162-03","Backlog","Technical lead","Backend / security reviewer","IP-05"
"ACT-SP-162-02","SP-162","P04","G3","Delivery activity","Agent","Backend agent","Process retries/corrections and approved week boundaries while preserving rest/missed-week/opt-out history","Idempotent milestone logic and offline/authorization cases","ACT-SP-162-01","AC-SP-162-01, AC-SP-162-02, AC-SP-162-03","Backlog","Technical lead","Backend / security reviewer","IP-05"
"ACT-SP-162-03","SP-162","P04","G3","Verification and handoff","Agent","QA / Backend agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Backend / security reviewer.","SP-162 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-162-02","AC-SP-162-01, AC-SP-162-02, AC-SP-162-03","Backlog","Technical lead","Backend / security reviewer","IP-05"
"ACT-SP-163-01","SP-163","P05","G3","Delivery activity","Agent","Mobile agent","Present approved goal choices, private earned milestones and adult preferences in both themes","Mobile goal/preference UI","ACT-SP-162-03, ACT-SP-096-03, ACT-SP-078-03","AC-SP-163-01, AC-SP-163-02, AC-SP-163-03","Backlog","Mobile lead","Mobile / device QA reviewer","IP-05"
"ACT-SP-163-02","SP-163","P05","G3","Delivery activity","Agent","Mobile agent","Keep Stop/access intact after early stop, break, missed week or opt-out and preserve synchronized history","Return/opt-out experience and accessibility evidence","ACT-SP-163-01","AC-SP-163-01, AC-SP-163-02, AC-SP-163-03","Backlog","Mobile lead","Mobile / device QA reviewer","IP-05"
"ACT-SP-163-03","SP-163","P05","G3","Verification and handoff","Agent","QA / Mobile agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Mobile / device QA reviewer.","SP-163 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-163-02","AC-SP-163-01, AC-SP-163-02, AC-SP-163-03","Backlog","Mobile lead","Mobile / device QA reviewer","IP-05"
"ACT-SP-164-01","SP-164","P07","G3","Delivery activity","Agent","Backend agent","Resolve adult preferences, current recipients, time zones and quiet-hour deferral with stable delivery keys","Optional reminder scheduler and boundary fixtures","ACT-SP-155-03, ACT-SP-162-03, ACT-SP-119-03, ACT-SP-123-03","AC-SP-164-01, AC-SP-164-02, AC-SP-164-03","Backlog","Technical lead","Backend / security reviewer","IP-05"
"ACT-SP-164-02","SP-164","P07","G3","Delivery activity","Agent","Backend agent","Recheck opt-out/revocation and deduplicate retries/DST transitions without private payloads","Reminder worker integration and no-delivery/duplicate evidence","ACT-SP-164-01","AC-SP-164-01, AC-SP-164-02, AC-SP-164-03","Backlog","Technical lead","Backend / security reviewer","IP-05"
"ACT-SP-164-03","SP-164","P07","G3","Verification and handoff","Agent","QA / Backend agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Backend / security reviewer.","SP-164 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-164-02","AC-SP-164-01, AC-SP-164-02, AC-SP-164-03","Backlog","Technical lead","Backend / security reviewer","IP-05"
"ACT-SP-165-01","SP-165","P08","G3","Delivery activity","Agent","QA agent","Exercise approved path availability, all six recommendations and comparable/changed/no-video assessment fixtures","Candidate-linked IP-01/IP-02/IP-03 acceptance results","ACT-SP-156-03, ACT-SP-157-03, ACT-SP-159-03, ACT-SP-161-03, ACT-SP-163-03, ACT-SP-164-03, ACT-SP-130-03","AC-SP-165-01, AC-SP-165-02, AC-SP-165-03, AC-SP-165-04, AC-SP-165-05","Backlog","QA lead","Coaching / safeguarding / accessibility reviewers","IP-01, IP-02, IP-03, IP-04, IP-05"
"ACT-SP-165-02","SP-165","P08","G3","Delivery activity","Agent","QA agent","Exercise family/club preview withdrawal, text feedback, rest/opt-out/sync/quiet-hour cases and prepare specialist review","Candidate-linked IP-04/IP-05 results and coaching/privacy/accessibility review packet","ACT-SP-165-01","AC-SP-165-01, AC-SP-165-02, AC-SP-165-03, AC-SP-165-04, AC-SP-165-05","Backlog","QA lead","Coaching / safeguarding / accessibility reviewers","IP-01, IP-02, IP-03, IP-04, IP-05"
"ACT-SP-165-03","SP-165","P08","G3","Verification and handoff","Agent","QA / QA agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Coaching / safeguarding / accessibility reviewers.","SP-165 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-165-02","AC-SP-165-01, AC-SP-165-02, AC-SP-165-03, AC-SP-165-04, AC-SP-165-05","Backlog","QA lead","Coaching / safeguarding / accessibility reviewers","IP-01, IP-02, IP-03, IP-04, IP-05"
